"main","pairing"
"GAME — IN GENERAL (See also Rabbit, Venison)","gin"
"GAME — IN GENERAL (See also Rabbit, Venison)","greens"
"GAME — IN GENERAL (See also Rabbit, Venison)","Italian cuisine"
"GAME — IN GENERAL (See also Rabbit, Venison)","juniper berries"
"GAME — IN GENERAL (See also Rabbit, Venison)","lentils"
"GAME — IN GENERAL (See also Rabbit, Venison)","Madeira"
"GAME — IN GENERAL (See also Rabbit, Venison)","maple syrup"
"GAME — IN GENERAL (See also Rabbit, Venison)","mushrooms, wild"
"GAME — IN GENERAL (See also Rabbit, Venison)","mustard, Dijon"
"GAME — IN GENERAL (See also Rabbit, Venison)","onions"
"GAME — IN GENERAL (See also Rabbit, Venison)","parsley, flat-leaf"
"GAME — IN GENERAL (See also Rabbit, Venison)","pepper, black"
"GAME — IN GENERAL (See also Rabbit, Venison)","salt, sea"
"GAME — IN GENERAL (See also Rabbit, Venison)","stock, beef"
"GAME — IN GENERAL (See also Rabbit, Venison)","sugar, brown"
"GAME — IN GENERAL (See also Rabbit, Venison)","vinegar"
"GAME — IN GENERAL (See also Rabbit, Venison)","wine, red"
"GARAM MASALA","Function: warming"
"GARAM MASALA","Tips: Add near the end of the cooking process or before serving."
"GARAM MASALA","Indian cuisine"
"GARAM MASALA","Flavor Affinities"
"GARAM MASALA","cardamom + black pepper + cinnamon + cloves + coriander + cumin + dried chiles + fennel +"
"GARAM MASALA","mace + nutmeg"
"GARLIC","Season: year-round"
"GARLIC","Botanical relatives: chives, leeks, onions, shallots"
"GARLIC","Function: heating"
"GARLIC","Weight: light–medium"
"GARLIC","Volume: moderate (esp. cooked)–loud (esp. raw)"
"GARLIC","Techniques: grill, raw, roast, sauté"
"GARLIC","almonds"
"GARLIC","anchovies"
"GARLIC","bacon"
"GARLIC","barbecue"
"GARLIC","basil"
"GARLIC","bay leaf"
"GARLIC","beans"
"GARLIC","beef"
"GARLIC","beets"
"GARLIC","bread"
"GARLIC","broccoli"
"GARLIC","cabbage"
"GARLIC","Cajun cuisine"
"GARLIC","caraway seeds"
"GARLIC","cayenne"
"GARLIC","cheese, Parmesan"
"GARLIC","chicken"
"GARLIC","chile peppers"
"GARLIC","Chinese cuisine"
"GARLIC","chives"
"GARLIC","cilantro"
"GARLIC","coriander"
"GARLIC","cream, half-and-half"
"GARLIC","Creole cuisine"
"GARLIC","cumin"
"GARLIC","curries"
"GARLIC","eggplant"
"GARLIC","eggs"
"GARLIC","fennel"
"GARLIC","fennel seeds"
"GARLIC","fish"
"GARLIC","French cuisine"
"GARLIC","ginger"
"GARLIC","Indian cuisine"
"GARLIC","Italian cuisine"
"GARLIC","Korean cuisine"
"GARLIC","lamb"
"GARLIC","leeks"
"GARLIC","LEMON: juice, zest"
"GARLIC","lemongrass"
"GARLIC","lentils"
"GARLIC","lime, juice"
"GARLIC","mayonnaise"
"GARLIC","meats"
"GARLIC","Mediterranean cuisine"
"GARLIC","Mexican cuisine"
"GARLIC","Middle Eastern cuisine"
"GARLIC","Moroccan cuisine"
"GARLIC","mushrooms"
"GARLIC","mustard"
"GARLIC","oil: canola, peanut"
"GARLIC","OLIVE OIL"
"GARLIC","onions"
"GARLIC","oregano"
"GARLIC","paprika, esp. sweet"
"GARLIC","parsley, flat-leaf"
"GARLIC","pasta and pasta sauces"
"GARLIC","pepper: black, white"
"GARLIC","pesto (key ingredient)"
"GARLIC","pork"
"GARLIC","potatoes"
"GARLIC","rice"
"GARLIC","rosemary"
"GARLIC","saffron"
"GARLIC","sage"
"GARLIC","salads (e.g., Caesar)"
"GARLIC","salt"
"GARLIC","sauces"
"GARLIC","shallots"
"GARLIC","shellfish"
"GARLIC","shrimp"
"GARLIC","soups"
"GARLIC","soy sauce"
"GARLIC","spinach"
"GARLIC","steak"
"GARLIC","stocks: chicken, vegetable"
"GARLIC","sugar"
"GARLIC","tarragon"
"GARLIC","Thai cuisine"
"GARLIC","thyme"
"GARLIC","TOMATOES AND TOMATO SAUCE"
"GARLIC","vegetables"
"GARLIC","Vietnamese cuisine"
"GARLIC","VINEGAR, esp. balsamic, red wine"
"GARLIC","wine, white"
"GARLIC","zucchini"
"GEORGIAN CUISINE (RUSSIAN)","fish"
"GEORGIAN CUISINE (RUSSIAN)","garlic"
"GEORGIAN CUISINE (RUSSIAN)","meats"
"GEORGIAN CUISINE (RUSSIAN)","pepper, red ground"
"GEORGIAN CUISINE (RUSSIAN)","pickles"
"GEORGIAN CUISINE (RUSSIAN)","pomegranates"
"GEORGIAN CUISINE (RUSSIAN)","vinegar"
"GEORGIAN CUISINE (RUSSIAN)","walnuts"
"GEORGIAN CUISINE (RUSSIAN)","Flavor Affinities"
"GEORGIAN CUISINE (RUSSIAN)","coriander + dill + fenugreek (blue) + garlic + red peppers"
"GEORGIAN CUISINE (RUSSIAN)","garlic + walnuts"
"GERMAN CUISINE","allspice"
"GERMAN CUISINE","anise"
"GERMAN CUISINE","bay leaf"
"GERMAN CUISINE","beer"
"GERMAN CUISINE","bread, rye"
"GERMAN CUISINE","caraway seeds"
"GERMAN CUISINE","chives"
"GERMAN CUISINE","cinnamon"
"GERMAN CUISINE","dill: seeds, weed"
"GERMAN CUISINE","fish"
"GERMAN CUISINE","ginger"
"GERMAN CUISINE","horseradish"
"GERMAN CUISINE","juniper berries"
"GERMAN CUISINE","mace"
"GERMAN CUISINE","meats, esp. with fruits"
"GERMAN CUISINE","nutmeg"
"GERMAN CUISINE","paprika, sweet"
"GERMAN CUISINE","parsley"
"GERMAN CUISINE","pepper, white"
"GERMAN CUISINE","poppy seeds"
"GERMAN CUISINE","pork"
"GERMAN CUISINE","potatoes"
"GERMAN CUISINE","sauerbraten"
"GERMAN CUISINE","sauerkraut"
"GERMAN CUISINE","sausages"
"GERMAN CUISINE","sour cream"
"GERMAN CUISINE","sugar"
"GERMAN CUISINE","veal"
"GERMAN CUISINE","vinegar"
"GERMAN CUISINE","Flavor Affinities"
"GERMAN CUISINE","caraway + paprika + sour cream"
"GERMAN CUISINE","caraway + sauerkraut"
"GERMAN CUISINE","cream + horseradish + fish or meat"
"GERMAN CUISINE","cream + paprika + poppy seeds"
"GERMAN CUISINE","dill + cucumbers"
"GERMAN CUISINE","ginger + sauerbraten"
"GERMAN CUISINE","juniper berries + game"
"GERMAN CUISINE","mace + chicken"
"GERMAN CUISINE","nutmeg + potatoes"
"GERMAN CUISINE","sugar + vinegar"
"GIN","Weight: light–medium"
"GIN","Volume: quiet–loud"
"GIN","apple brandy"
"GIN","apricot brandy"
"GIN","basil"
"GIN","blackberries"
"GIN","celery"
"GIN","Champagne"
"GIN","cilantro"
"GIN","Cointreau"
"GIN","cola"
"GIN","cranberry juice"
"GIN","cucumber"
"GIN","Curaçao"
"GIN","Earl Grey tea"
"GIN","ginger"
"GIN","HERBS"
"GIN","honey"
"GIN","lemon juice"
"GIN","lime juice"
"GIN","mint"
"GIN","orange juice"
"GIN","oysters"
"GIN","pomegranate"
"GIN","pomegranate molasses"
"GIN","rose geranium"
"GIN","rosemary"
"GIN","sage"
"GIN","sugar"
"GIN","TONIC"
"GIN","Flavor Affinities"
"GIN","gin + apple brandy + lemon juice + orange juice"
"GIN","gin + basil + lemon"
"GIN","gin + blackberries + sage"
"GIN","gin + cilantro + lime"
"GIN","gin + Cointreau + lime + rosemary"
"GIN","gin + cucumber + mint"
"GIN","gin + Earl Grey tea + lemon + sugar"
"GIN","gin + lime + mint"
"GIN","gin + lime + mint + pomegranate"
"GIN","gin + lime + orange"
"GIN","Gin Flavors"
"GIN","Beefeater: pear"
"GIN","Hendrick’s: cucumber, rose petals"
"GIN","Old Raj: saffron"
"GIN","Zuidam Dry: orange peel"
"GINGER","Season: year-round"
"GINGER","Taste: sour, hot"
"GINGER","Weight: light–medium"
"GINGER","Volume: loud"
"GINGER","Techniques: bake, stir-fry"
"GINGER","allspice"
"GINGER","almonds"
"GINGER","anise"
"GINGER","apples"
"GINGER","apricots"
"GINGER","Arabic cuisine"
"GINGER","ASIAN CUISINES"
"GINGER","bananas"
"GINGER","basil"
"GINGER","bay leaf"
"GINGER","beef"
"GINGER","bell peppers, red"
"GINGER","beverages"
"GINGER","butter"
"GINGER","caramel"
"GINGER","cardamom"
"GINGER","carrots"
"GINGER","cashews"
"GINGER","celery"
"GINGER","cheese, ricotta"
"GINGER","chicken"
"GINGER","chile peppers, esp. jalapeño"
"GINGER","CHINESE CUISINE"
"GINGER","chocolate, esp. dark, white"
"GINGER","cilantro"
"GINGER","cinnamon"
"GINGER","citrus"
"GINGER","cloves"
"GINGER","coconut"
"GINGER","coriander"
"GINGER","crab"
"GINGER","cranberries"
"GINGER","CREAM AND ICE CREAM"
"GINGER","cumin"
"GINGER","CURRIES"
"GINGER","custards"
"GINGER","duck"
"GINGER","eggplant"
"GINGER","European cuisines"
"GINGER","fennel"
"GINGER","figs"
"GINGER","FISH"
"GINGER","fish sauce"
"GINGER","five-spice powder (key ingredient)"
"GINGER","garlic"
"GINGER","grapefruit"
"GINGER","guava"
"GINGER","hazelnuts"
"GINGER","HONEY"
"GINGER","Indian cuisine, esp. curries"
"GINGER","Indonesian cuisine"
"GINGER","JAPANESE CUISINE"
"GINGER","kaffir lime leaves"
"GINGER","Korean cuisine"
"GINGER","kumquats"
"GINGER","lamb"
"GINGER","lavender"
"GINGER","leeks"
"GINGER","lemon"
"GINGER","lemongrass"
"GINGER","lemon herbs (e.g., balm, thyme, verbena)"
"GINGER","LIME, JUICE"
"GINGER","lobster"
"GINGER","lychees"
"GINGER","mangoes"
"GINGER","maple syrup"
"GINGER","marinades"
"GINGER","mascarpone"
"GINGER","meats"
"GINGER","melon"
"GINGER","Middle Eastern cuisine"
"GINGER","mint"
"GINGER","molasses"
"GINGER","Moroccan cuisine"
"GINGER","mushrooms"
"GINGER","mussels"
"GINGER","noodles and noodle dishes"
"GINGER","North African cuisine"
"GINGER","nutmeg"
"GINGER","oats"
"GINGER","oil: canola, grapeseed"
"GINGER","olive oil"
"GINGER","onions, esp. red"
"GINGER","orange"
"GINGER","papaya"
"GINGER","passion fruit"
"GINGER","peaches"
"GINGER","peanuts"
"GINGER","pears"
"GINGER","pepper, white"
"GINGER","persimmons"
"GINGER","pineapple"
"GINGER","plums"
"GINGER","pork"
"GINGER","prunes"
"GINGER","pumpkin"
"GINGER","quince"
"GINGER","raisins"
"GINGER","raspberries"
"GINGER","rhubarb"
"GINGER","rice"
"GINGER","rum, esp. dark"
"GINGER","saffron"
"GINGER","salad dressings"
"GINGER","salads, esp. Asian"
"GINGER","salt, kosher"
"GINGER","sauces"
"GINGER","SCALLIONS"
"GINGER","scallops"
"GINGER","sesame oil"
"GINGER","shallots"
"GINGER","shellfish"
"GINGER","shrimp"
"GINGER","soups"
"GINGER","SOY SAUCE"
"GINGER","star anise"
"GINGER","steak"
"GINGER","stews"
"GINGER","stocks: beef, chicken"
"GINGER","strawberries"
"GINGER","SUGAR: white, brown"
"GINGER","sushi and sashimi"
"GINGER","sweet potatoes"
"GINGER","Tabasco sauce"
"GINGER","tamarind"
"GINGER","tarragon"
"GINGER","tea"
"GINGER","Thai cuisine"
"GINGER","tomatoes"
"GINGER","turmeric"
"GINGER","vanilla"
"GINGER","vegetables"
"GINGER","verbena"
"GINGER","Vietnamese cuisine"
"GINGER","VINEGAR: champagne, cider, rice wine"
"GINGER","walnuts"
"GINGER","wasabi (e.g., with seafood)"
"GINGER","wine, sweet"
"GINGER","yogurt"
"GINGER","yuzu"
"GINGER","Flavor Affinities"
"GINGER","ginger + carrot + celery + garlic"
"GINGER","ginger + chile peppers + garlic"
"GINGER","ginger + chocolate + cream + rum"
"GINGER","ginger + cider vinegar + sugar"
"GINGER","ginger + cilantro + garlic + scallions"
"GINGER","ginger + cream + honey"
"GINGER","ginger + lemon + mint"
"GINGER","ginger + lemon + pepper + salt + sugar"
"GINGER, GROUND","Taste: pungent"
"GINGER, GROUND","Function: heating"
"GINGER, GROUND","Weight: light–medium"
"GINGER, GROUND","Volume: moderate–loud"
"GINGER, GROUND","Asian cuisine"
"GINGER, GROUND","baked goods (e.g., breads, cakes, cookies)"
"GINGER, GROUND","bananas"
"GINGER, GROUND","beverages"
"GINGER, GROUND","cardamom"
"GINGER, GROUND","carrots"
"GINGER, GROUND","chicken"
"GINGER, GROUND","chocolate"
"GINGER, GROUND","chutneys"
"GINGER, GROUND","cinnamon"
"GINGER, GROUND","cloves"
"GINGER, GROUND","couscous"
"GINGER, GROUND","cream and ice cream"
"GINGER, GROUND","desserts"
"GINGER, GROUND","fruits"
"GINGER, GROUND","gingerbread (key ingredient)"
"GINGER, GROUND","ham"
"GINGER, GROUND","honey"
"GINGER, GROUND","lemon"
"GINGER, GROUND","meats, esp. braised or stewed"
"GINGER, GROUND","melon"
"GINGER, GROUND","Moroccan cuisine"
"GINGER, GROUND","nutmeg"
"GINGER, GROUND","nuts"
"GINGER, GROUND","onions"
"GINGER, GROUND","oranges"
"GINGER, GROUND","paprika"
"GINGER, GROUND","peaches"
"GINGER, GROUND","pears"
"GINGER, GROUND","pepper"
"GINGER, GROUND","pineapple"
"GINGER, GROUND","pork"
"GINGER, GROUND","pumpkin"
"GINGER, GROUND","rice"
"GINGER, GROUND","saffron"
"GINGER, GROUND","squash, winter"
"GINGER, GROUND","stewed dishes"
"GINGER, GROUND","sweet potatoes"
"GINGER, GROUND","tea"
"GINGER, GROUND","tomatoes"
"GRAPEFRUIT","Season: year-round"
"GRAPEFRUIT","Taste: sour"
"GRAPEFRUIT","Weight: light"
"GRAPEFRUIT","Volume: loud"
"GRAPEFRUIT","Techniques: bake, broil, raw"
"GRAPEFRUIT","arugula"
"GRAPEFRUIT","asparagus"
"GRAPEFRUIT","avocado"
"GRAPEFRUIT","bananas"
"GRAPEFRUIT","butter, unsalted"
"GRAPEFRUIT","Campari"
"GRAPEFRUIT","caramel"
"GRAPEFRUIT","cashews"
"GRAPEFRUIT","ceviche"
"GRAPEFRUIT","Champagne"
"GRAPEFRUIT","chicken"
"GRAPEFRUIT","coconut"
"GRAPEFRUIT","crab"
"GRAPEFRUIT","crème fraîche"
"GRAPEFRUIT","fish, esp. grilled"
"GRAPEFRUIT","fromage blanc"
"GRAPEFRUIT","gin"
"GRAPEFRUIT","ginger, fresh"
"GRAPEFRUIT","Grand Marnier"
"GRAPEFRUIT","grenadine syrup"
"GRAPEFRUIT","hazelnuts"
"GRAPEFRUIT","honey"
"GRAPEFRUIT","lemon"
"GRAPEFRUIT","lime"
"GRAPEFRUIT","macadamia nuts"
"GRAPEFRUIT","melons"
"GRAPEFRUIT","meringue"
"GRAPEFRUIT","mint, fresh"
"GRAPEFRUIT","miso"
"GRAPEFRUIT","olive oil"
"GRAPEFRUIT","onions, esp. spring"
"GRAPEFRUIT","orange"
"GRAPEFRUIT","papaya"
"GRAPEFRUIT","pecans"
"GRAPEFRUIT","pineapple"
"GRAPEFRUIT","pomegranate"
"GRAPEFRUIT","poppy seeds"
"GRAPEFRUIT","port"
"GRAPEFRUIT","raspberries"
"GRAPEFRUIT","rum"
"GRAPEFRUIT","salads, esp. fruit"
"GRAPEFRUIT","salmon"
"GRAPEFRUIT","seafood"
"GRAPEFRUIT","seaweed"
"GRAPEFRUIT","shrimp"
"GRAPEFRUIT","sorbet"
"GRAPEFRUIT","star anise"
"GRAPEFRUIT","strawberries"
"GRAPEFRUIT","SUGAR: brown, white"
"GRAPEFRUIT","tarragon"
"GRAPEFRUIT","tequila"
"GRAPEFRUIT","tomatoes"
"GRAPEFRUIT","vanilla"
"GRAPEFRUIT","vinaigrette"
"GRAPEFRUIT","vinegar, champagne"
"GRAPEFRUIT","vodka"
"GRAPEFRUIT","walnuts"
"GRAPEFRUIT","watercress"
"GRAPEFRUIT","wine, sparkling, white"
"GRAPEFRUIT","yogurt"
"GRAPEFRUIT","Flavor Affinities"
"GRAPEFRUIT","grapefruit + avocado + crème fraîche"
"GRAPEFRUIT","grapefruit + caramel + meringue"
"GRAPEFRUIT","grapefruit + crab + miso + seaweed"
"GRAPEFRUIT","grapefruit + fromage blanc + pomegranate"
"GRAPEFRUIT","grapefruit + mint + sugar"
"GRAPEFRUIT","grapefruit + star anise + yogurt"
"GRAPES","Season: summer–autumn"
"GRAPES","Taste: sweet"
"GRAPES","Weight: light–medium"
"GRAPES","Volume: quiet–moderate"
"GRAPES","almonds"
"GRAPES","apples"
"GRAPES","arugula"
"GRAPES","brandy"
"GRAPES","cayenne"
"GRAPES","CHEESE, esp. blue, cow’s milk, goat’s milk"
"GRAPES","chicken"
"GRAPES","chocolate, white"
"GRAPES","cognac"
"GRAPES","cream"
"GRAPES","cumin"
"GRAPES","curry"
"GRAPES","curry leaf"
"GRAPES","duck"
"GRAPES","endive"
"GRAPES","fennel seeds"
"GRAPES","fish"
"GRAPES","game, esp. roasted"
"GRAPES","garlic"
"GRAPES","hazelnuts"
"GRAPES","honey"
"GRAPES","lemon"
"GRAPES","mint"
"GRAPES","mustard seeds"
"GRAPES","olive oil"
"GRAPES","paprika"
"GRAPES","pears"
"GRAPES","pecans"
"GRAPES","pistachios"
"GRAPES","pork, esp. roasted"
"GRAPES","poultry, esp. roasted"
"GRAPES","raspberries"
"GRAPES","rice"
"GRAPES","rosemary"
"GRAPES","rum"
"GRAPES","salads, esp. chicken, fruit, tuna, Waldorf"
"GRAPES","salt"
"GRAPES","sour cream"
"GRAPES","strawberries"
"GRAPES","sugar"
"GRAPES","vinegar, sherry"
"GRAPES","walnuts"
"GRAPES","wine: red, white"
"GRAPES","yogurt"
"GREEK CUISINE (See also Mediterranean Cuisines)","allspice"
"GREEK CUISINE (See also Mediterranean Cuisines)","anise"
"GREEK CUISINE (See also Mediterranean Cuisines)","basil"
"GREEK CUISINE (See also Mediterranean Cuisines)","bay leaf"
"GREEK CUISINE (See also Mediterranean Cuisines)","beef"
"GREEK CUISINE (See also Mediterranean Cuisines)","bell peppers"
"GREEK CUISINE (See also Mediterranean Cuisines)","CHEESE: FETA, goat, sheep"
"GREEK CUISINE (See also Mediterranean Cuisines)","chicken"
"GREEK CUISINE (See also Mediterranean Cuisines)","cinnamon"
"GREEK CUISINE (See also Mediterranean Cuisines)","cloves"
"GREEK CUISINE (See also Mediterranean Cuisines)","custard"
"GREEK CUISINE (See also Mediterranean Cuisines)","dill"
"GREEK CUISINE (See also Mediterranean Cuisines)","eggplant"
"GREEK CUISINE (See also Mediterranean Cuisines)","eggs"
"GREEK CUISINE (See also Mediterranean Cuisines)","fennel"
"GREEK CUISINE (See also Mediterranean Cuisines)","figs"
"GREEK CUISINE (See also Mediterranean Cuisines)","fish, esp. grilled"
"GREEK CUISINE (See also Mediterranean Cuisines)","GARLIC"
"GREEK CUISINE (See also Mediterranean Cuisines)","grape leaves"
"GREEK CUISINE (See also Mediterranean Cuisines)","honey"
"GREEK CUISINE (See also Mediterranean Cuisines)","kebabs"
"GREEK CUISINE (See also Mediterranean Cuisines)","LAMB"
"GREEK CUISINE (See also Mediterranean Cuisines)","LEMON"
"GREEK CUISINE (See also Mediterranean Cuisines)","meats, esp. grilled, roasted"
"GREEK CUISINE (See also Mediterranean Cuisines)","mint"
"GREEK CUISINE (See also Mediterranean Cuisines)","nutmeg"
"GREEK CUISINE (See also Mediterranean Cuisines)","nuts"
"GREEK CUISINE (See also Mediterranean Cuisines)","octopus"
"GREEK CUISINE (See also Mediterranean Cuisines)","OLIVE OIL"
"GREEK CUISINE (See also Mediterranean Cuisines)","olives"
"GREEK CUISINE (See also Mediterranean Cuisines)","onions"
"GREEK CUISINE (See also Mediterranean Cuisines)","oregano"
"GREEK CUISINE (See also Mediterranean Cuisines)","parsley"
"GREEK CUISINE (See also Mediterranean Cuisines)","phyllo dough"
"GREEK CUISINE (See also Mediterranean Cuisines)","pine nuts"
"GREEK CUISINE (See also Mediterranean Cuisines)","pita bread"
"GREEK CUISINE (See also Mediterranean Cuisines)","pork"
"GREEK CUISINE (See also Mediterranean Cuisines)","raisins"
"GREEK CUISINE (See also Mediterranean Cuisines)","rice"
"GREEK CUISINE (See also Mediterranean Cuisines)","salads, esp. with mint"
"GREEK CUISINE (See also Mediterranean Cuisines)","shellfish"
"GREEK CUISINE (See also Mediterranean Cuisines)","spinach"
"GREEK CUISINE (See also Mediterranean Cuisines)","thyme"
"GREEK CUISINE (See also Mediterranean Cuisines)","tomatoes"
"GREEK CUISINE (See also Mediterranean Cuisines)","yogurt"
"GREEK CUISINE (See also Mediterranean Cuisines)","zucchini"
"GREEK CUISINE (See also Mediterranean Cuisines)","Flavor Affinities"
"GREEK CUISINE (See also Mediterranean Cuisines)","cucumber + dill + garlic + yogurt"
"GREEK CUISINE (See also Mediterranean Cuisines)","dill + lemon"
"GREEK CUISINE (See also Mediterranean Cuisines)","dill + lemon + olive oil"
"GREEK CUISINE (See also Mediterranean Cuisines)","dill + yogurt"
"GREEK CUISINE (See also Mediterranean Cuisines)","eggplant + custard + garlic + meat"
"GREEK CUISINE (See also Mediterranean Cuisines)","eggplant + garlic + olive oil"
"GREEK CUISINE (See also Mediterranean Cuisines)","eggs + lemon"
"GREEK CUISINE (See also Mediterranean Cuisines)","lamb + garlic + lemon + oregano"
"GREEK CUISINE (See also Mediterranean Cuisines)","lemon + olive oil"
"GREEK CUISINE (See also Mediterranean Cuisines)","lemon + olive oil + oregano"
"GREEK CUISINE (See also Mediterranean Cuisines)","lemon + oregano"
"GREEK CUISINE (See also Mediterranean Cuisines)","phyllo dough + honey + nuts"
"GREEK CUISINE (See also Mediterranean Cuisines)","rice + grape leaves"
"GREEK CUISINE (See also Mediterranean Cuisines)","rice + nuts"
"GREEK CUISINE (See also Mediterranean Cuisines)","spinach + feta cheese"
"GREEK CUISINE (See also Mediterranean Cuisines)","tomatoes + cinnamon"
"GREEK CUISINE (See also Mediterranean Cuisines)","yogurt + cinnamon"
"GREENS — IN GENERAL (See also specific greens)","Season: year-round"
"GREENS — IN GENERAL (See also specific greens)","Taste: bitter"
"GREENS — IN GENERAL (See also specific greens)","Weight: medium–heavy"
"GREENS — IN GENERAL (See also specific greens)","Volume: moderate–loud"
"GREENS — IN GENERAL (See also specific greens)","Techniques: blanch, raw, sauté, steam"
"GREENS — IN GENERAL (See also specific greens)","allspice"
"GREENS — IN GENERAL (See also specific greens)","arugula"
"GREENS — IN GENERAL (See also specific greens)","bacon"
"GREENS — IN GENERAL (See also specific greens)","basil"
"GREENS — IN GENERAL (See also specific greens)","butter"
"GREENS — IN GENERAL (See also specific greens)","caraway seeds"
"GREENS — IN GENERAL (See also specific greens)","celery or celery seeds"
"GREENS — IN GENERAL (See also specific greens)","CHEESE, esp. grated (e.g., Asiago, Jack, Parmesan)"
"GREENS — IN GENERAL (See also specific greens)","chicory"
"GREENS — IN GENERAL (See also specific greens)","chili sauce"
"GREENS — IN GENERAL (See also specific greens)","coriander"
"GREENS — IN GENERAL (See also specific greens)","corn"
"GREENS — IN GENERAL (See also specific greens)","curry"
"GREENS — IN GENERAL (See also specific greens)","dill"
"GREENS — IN GENERAL (See also specific greens)","eggs, esp. hard-boiled"
"GREENS — IN GENERAL (See also specific greens)","fennel"
"GREENS — IN GENERAL (See also specific greens)","GARLIC"
"GREENS — IN GENERAL (See also specific greens)","ginger"
"GREENS — IN GENERAL (See also specific greens)","ham"
"GREENS — IN GENERAL (See also specific greens)","horseradish"
"GREENS — IN GENERAL (See also specific greens)","leeks"
"GREENS — IN GENERAL (See also specific greens)","legumes"
"GREENS — IN GENERAL (See also specific greens)","lemon, juice"
"GREENS — IN GENERAL (See also specific greens)","mushrooms"
"GREENS — IN GENERAL (See also specific greens)","mustard, Dijon"
"GREENS — IN GENERAL (See also specific greens)","nutmeg"
"GREENS — IN GENERAL (See also specific greens)","nuts, toasted"
"GREENS — IN GENERAL (See also specific greens)","oil: mustard, nut, peanut, sesame"
"GREENS — IN GENERAL (See also specific greens)","OLIVE OIL"
"GREENS — IN GENERAL (See also specific greens)","onions, green"
"GREENS — IN GENERAL (See also specific greens)","oregano"
"GREENS — IN GENERAL (See also specific greens)","paprika"
"GREENS — IN GENERAL (See also specific greens)","parsley"
"GREENS — IN GENERAL (See also specific greens)","pasta"
"GREENS — IN GENERAL (See also specific greens)","peaches"
"GREENS — IN GENERAL (See also specific greens)","pears"
"GREENS — IN GENERAL (See also specific greens)","pomegranates"
"GREENS — IN GENERAL (See also specific greens)","potatoes, esp. new and/or red"
"GREENS — IN GENERAL (See also specific greens)","red pepper flakes"
"GREENS — IN GENERAL (See also specific greens)","rice"
"GREENS — IN GENERAL (See also specific greens)","sage"
"GREENS — IN GENERAL (See also specific greens)","salads"
"GREENS — IN GENERAL (See also specific greens)","salt, kosher"
"GREENS — IN GENERAL (See also specific greens)","savory"
"GREENS — IN GENERAL (See also specific greens)","sesame seeds"
"GREENS — IN GENERAL (See also specific greens)","shellfish: oysters, esp. fried, shrimp"
"GREENS — IN GENERAL (See also specific greens)","sweet potatoes"
"GREENS — IN GENERAL (See also specific greens)","Tabasco sauce"
"GREENS — IN GENERAL (See also specific greens)","tarragon"
"GREENS — IN GENERAL (See also specific greens)","thyme"
"GREENS — IN GENERAL (See also specific greens)","tomatoes"
"GREENS — IN GENERAL (See also specific greens)","VINEGAR: balsamic, red wine"
"GREENS, COLLARD","Season: winter–spring"
"GREENS, COLLARD","Taste: bitter"
"GREENS, COLLARD","Botanical relatives: broccoli, Brussels sprouts, cabbage, cauliflower, kale, kohlrabi"
"GREENS, COLLARD","Weight: medium–heavy"
"GREENS, COLLARD","Volume: moderate–loud"
"GREENS, COLLARD","Techniques: boil, braise, steam, stir-fry"
"GREENS, COLLARD","bacon"
"GREENS, COLLARD","black-eyed peas"
"GREENS, COLLARD","brown butter"
"GREENS, COLLARD","cheese, Parmesan"
"GREENS, COLLARD","garlic"
"GREENS, COLLARD","ham hocks"
"GREENS, COLLARD","mustard seeds"
"GREENS, COLLARD","oil: peanut, vegetable"
"GREENS, COLLARD","onions, yellow"
"GREENS, COLLARD","oregano"
"GREENS, COLLARD","pepper, black"
"GREENS, COLLARD","red pepper flakes"
"GREENS, COLLARD","salt"
"GREENS, COLLARD","salt pork"
"GREENS, COLLARD","soul food cuisine"
"GREENS, COLLARD","Southern cuisine (American)"
"GREENS, COLLARD","tomatoes"
"GREENS, COLLARD","vinegar, cider"
"GREENS, DANDELION","Season: late spring–early autumn"
"GREENS, DANDELION","Taste: bitter"
"GREENS, DANDELION","Weight: medium"
"GREENS, DANDELION","Volume: moderate"
"GREENS, DANDELION","Techniques: raw, sauté, steam"
"GREENS, DANDELION","anchovies"
"GREENS, DANDELION","bacon"
"GREENS, DANDELION","garlic"
"GREENS, DANDELION","mustard, Dijon"
"GREENS, DANDELION","oil, peanut"
"GREENS, DANDELION","onions"
"GREENS, DANDELION","pepper, ground"
"GREENS, DANDELION","salads"
"GREENS, DANDELION","salt"
"GREENS, DANDELION","vinegar"
"GREENS, MUSTARD","Season: winter–spring"
"GREENS, MUSTARD","Taste: bitter"
"GREENS, MUSTARD","Weight: medium–heavy"
"GREENS, MUSTARD","Volume: moderate–loud"
"GREENS, MUSTARD","Techniques: boil, braise, grill, stew, wilt"
"GREENS, MUSTARD","Asian cuisine"
"GREENS, MUSTARD","bacon"
"GREENS, MUSTARD","black-eyed peas"
"GREENS, MUSTARD","Chinese cuisine"
"GREENS, MUSTARD","ham hocks"
"GREENS, MUSTARD","oil, sesame"
"GREENS, MUSTARD","olive oil"
"GREENS, MUSTARD","onions"
"GREENS, MUSTARD","prosciutto"
"GREENS, MUSTARD","salads"
"GREENS, MUSTARD","Southern cuisine (American)"
"GREENS, MUSTARD","soy sauce"
"GREENS, MUSTARD","Flavor Affinities"
"GREENS, MUSTARD","mustard greens + bacon + onions"
"GREENS, MUSTARD","mustard greens + garlic + olive oil + prosciutto"
